path,total_conversions,total_conversion_value,total_null
Content Marketing > TikTok > SMS Marketing > SMS Marketing,1,394.18,0
Content Marketing > TikTok > TikTok,0,0.0,3
Content Marketing > TikTok > TikTok > Online Display,0,0.0,1
Content Marketing > TikTok > TikTok > Online Display > Online Display > LinkedIn,0,0.0,1
Content Marketing > TikTok > TikTok > Online Display > Online Display > SMS Marketing,0,0.0,1
Content Marketing > TikTok > TikTok > Online Display > Twitter,0,0.0,1
Content Marketing > TikTok > TikTok > Podcast Advertising > Podcast Advertising > Organic Search,0,0.0,1
Content Marketing > TikTok > TikTok > TikTok,0,0.0,1
Content Marketing > TikTok > Twitter,1,460.66,5
Content Marketing > TikTok > Twitter > Podcast Advertising > TikTok > Pinterest,0,0.0,1
Content Marketing > TikTok > Twitter > Twitter,0,0.0,1
Content Marketing > TikTok > Twitter > Twitter > Facebook,0,0.0,1
Content Marketing > TikTok > Twitter > Twitter > Twitter,1,127.88,0
Content Marketing > TikTok > Twitter > YouTube > Facebook > Twitter,0,0.0,1
Content Marketing > TikTok > YouTube,0,0.0,1
Content Marketing > TikTok > YouTube > YouTube > SMS Marketing > Google Paid Search,0,0.0,1
Content Marketing > Twitter,15,6494.96,105
Content Marketing > Twitter > Bing Paid Search,0,0.0,4
Content Marketing > Twitter > Bing Paid Search > LinkedIn,0,0.0,1
Content Marketing > Twitter > Bing Paid Search > Pinterest,0,0.0,1
Content Marketing > Twitter > Bing Paid Search > Twitter > SMS Marketing,0,0.0,1
Content Marketing > Twitter > Content Marketing,1,66.41,5
Content Marketing > Twitter > Content Marketing > Facebook,0,0.0,1
Content Marketing > Twitter > Content Marketing > Pinterest > Twitter,0,0.0,1
Content Marketing > Twitter > Content Marketing > Podcast Advertising,0,0.0,1
Content Marketing > Twitter > Content Marketing > SMS Marketing,0,0.0,1
Content Marketing > Twitter > Content Marketing > TikTok > Podcast Advertising,1,540.01,0
Content Marketing > Twitter > Content Marketing > Twitter,0,0.0,1
Content Marketing > Twitter > Direct,0,0.0,2
Content Marketing > Twitter > Direct > LinkedIn,0,0.0,1
Content Marketing > Twitter > Email,0,0.0,4
Content Marketing > Twitter > Email > LinkedIn,0,0.0,1
Content Marketing > Twitter > Email > Organic Search > LinkedIn > Podcast Advertising,0,0.0,1
Content Marketing > Twitter > Email > Podcast Advertising > Online Display,0,0.0,1
Content Marketing > Twitter > Email > SMS Marketing,1,232.19,0
Content Marketing > Twitter > Email > Twitter > Podcast Advertising,0,0.0,1
Content Marketing > Twitter > Facebook,0,0.0,7
Content Marketing > Twitter > Facebook > LinkedIn > Pinterest,0,0.0,1
Content Marketing > Twitter > Facebook > LinkedIn > Twitter,0,0.0,1
Content Marketing > Twitter > Facebook > Online Display > YouTube > Podcast Advertising,1,363.0,0
Content Marketing > Twitter > Facebook > Pinterest,1,939.62,1
Content Marketing > Twitter > Facebook > Podcast Advertising,1,650.12,1
Content Marketing > Twitter > Facebook > Podcast Advertising > LinkedIn,1,297.97,0
Content Marketing > Twitter > Facebook > Twitter,0,0.0,1
Content Marketing > Twitter > Google Paid Search,0,0.0,1
Content Marketing > Twitter > Google Paid Search > Online Display,0,0.0,2
Content Marketing > Twitter > Google Paid Search > SMS Marketing > Bing Paid Search,1,730.39,0
Content Marketing > Twitter > Influencer Marketing,0,0.0,1
Content Marketing > Twitter > Instagram,0,0.0,5
Content Marketing > Twitter > Instagram > Facebook,0,0.0,1
Content Marketing > Twitter > Instagram > LinkedIn > Podcast Advertising > LinkedIn > Twitter,0,0.0,1
Content Marketing > Twitter > Instagram > LinkedIn > Twitter,1,80.32,0
Content Marketing > Twitter > Instagram > Online Display > LinkedIn > Podcast Advertising,0,0.0,1
Content Marketing > Twitter > Instagram > Referral Programs,0,0.0,1
Content Marketing > Twitter > LinkedIn,0,0.0,10
Content Marketing > Twitter > LinkedIn > Content Marketing,0,0.0,1
Content Marketing > Twitter > LinkedIn > Facebook,1,530.51,0
Content Marketing > Twitter > LinkedIn > LinkedIn,0,0.0,1
Content Marketing > Twitter > LinkedIn > LinkedIn > Twitter,0,0.0,1
Content Marketing > Twitter > LinkedIn > Online Display,0,0.0,2
Content Marketing > Twitter > LinkedIn > Online Display > Online Display > Facebook,0,0.0,1
Content Marketing > Twitter > LinkedIn > Podcast Advertising,0,0.0,2
Content Marketing > Twitter > LinkedIn > SMS Marketing,0,0.0,1
Content Marketing > Twitter > LinkedIn > SMS Marketing > LinkedIn > Online Display > LinkedIn,0,0.0,1
Content Marketing > Twitter > Online Display,4,2276.09,13
Content Marketing > Twitter > Online Display > Email,0,0.0,2
Content Marketing > Twitter > Online Display > Email > Pinterest,0,0.0,1
Content Marketing > Twitter > Online Display > Instagram > Podcast Advertising,0,0.0,1
Content Marketing > Twitter > Online Display > LinkedIn,0,0.0,2
Content Marketing > Twitter > Online Display > Online Display,0,0.0,1
Content Marketing > Twitter > Online Display > Pinterest,1,502.86,1
Content Marketing > Twitter > Online Display > Podcast Advertising > TikTok > Podcast Advertising,0,0.0,1
Content Marketing > Twitter > Online Display > SMS Marketing > Facebook,0,0.0,1
Content Marketing > Twitter > Online Display > TikTok > Pinterest > Podcast Advertising,0,0.0,1
Content Marketing > Twitter > Organic Search > Online Display,0,0.0,1
Content Marketing > Twitter > Organic Search > Pinterest > Twitter,1,895.0,0
Content Marketing > Twitter > Organic Search > SMS Marketing > Organic Search,1,920.12,0
Content Marketing > Twitter > Organic Search > TikTok,0,0.0,1
Content Marketing > Twitter > Pinterest,0,0.0,16
Content Marketing > Twitter > Pinterest > Content Marketing > Pinterest,0,0.0,1
Content Marketing > Twitter > Pinterest > Facebook,0,0.0,1
Content Marketing > Twitter > Pinterest > Pinterest,0,0.0,2
Content Marketing > Twitter > Pinterest > Pinterest > Online Display,0,0.0,1
Content Marketing > Twitter > Pinterest > Podcast Advertising,0,0.0,2
Content Marketing > Twitter > Pinterest > SMS Marketing > Podcast Advertising,0,0.0,2
Content Marketing > Twitter > Pinterest > Snapchat,0,0.0,1
Content Marketing > Twitter > Pinterest > TikTok,1,982.81,0
Content Marketing > Twitter > Pinterest > TikTok > Pinterest,0,0.0,1
Content Marketing > Twitter > Podcast Advertising,1,622.85,23
Content Marketing > Twitter > Podcast Advertising > Direct,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > LinkedIn,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > Online Display,0,0.0,3
Content Marketing > Twitter > Podcast Advertising > Online Display > LinkedIn,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > Online Display > Pinterest > Twitter > Pinterest,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > Pinterest,1,814.78,0
Content Marketing > Twitter > Podcast Advertising > Podcast Advertising,0,0.0,2
Content Marketing > Twitter > Podcast Advertising > Podcast Advertising > Content Marketing,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > SMS Marketing,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > SMS Marketing > Twitter,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > Twitter,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > Twitter > SMS Marketing,0,0.0,1
Content Marketing > Twitter > Podcast Advertising > YouTube > Online Display,0,0.0,1
Content Marketing > Twitter > Referral Programs,0,0.0,2
Content Marketing > Twitter > Referral Programs > Online Display,0,0.0,1
Content Marketing > Twitter > Referral Programs > SMS Marketing > Twitter > Facebook,0,0.0,1
Content Marketing > Twitter > SMS Marketing,1,652.57,8
Content Marketing > Twitter > SMS Marketing > Content Marketing,0,0.0,1
Content Marketing > Twitter > SMS Marketing > Facebook > Bing Paid Search,0,0.0,1
Content Marketing > Twitter > SMS Marketing > Organic Search,0,0.0,1
Content Marketing > Twitter > SMS Marketing > Pinterest,0,0.0,1
Content Marketing > Twitter > SMS Marketing > Pinterest > Online Display,1,489.8,1
Content Marketing > Twitter > SMS Marketing > Podcast Advertising,0,0.0,2
Content Marketing > Twitter > SMS Marketing > TikTok,0,0.0,1
Content Marketing > Twitter > SMS Marketing > Twitter,0,0.0,1
Content Marketing > Twitter > SMS Marketing > Twitter > LinkedIn > Facebook,0,0.0,1
Content Marketing > Twitter > Snapchat,1,557.77,1
Content Marketing > Twitter > Snapchat > Email > Twitter,1,822.16,0
Content Marketing > Twitter > Snapchat > Online Display > SMS Marketing,0,0.0,1
Content Marketing > Twitter > TikTok,0,0.0,4
Content Marketing > Twitter > TikTok > Facebook > Google Paid Search,0,0.0,1
Content Marketing > Twitter > TikTok > LinkedIn,0,0.0,1
Content Marketing > Twitter > TikTok > Online Display,1,282.11,1
Content Marketing > Twitter > TikTok > Podcast Advertising,1,302.62,0
Content Marketing > Twitter > Twitter,1,302.43,7
Content Marketing > Twitter > Twitter > Facebook,0,0.0,1
Content Marketing > Twitter > Twitter > Influencer Marketing,0,0.0,1
Content Marketing > Twitter > Twitter > LinkedIn,0,0.0,3
Content Marketing > Twitter > Twitter > LinkedIn > Podcast Advertising,0,0.0,1
Content Marketing > Twitter > Twitter > Pinterest,0,0.0,1
Content Marketing > Twitter > Twitter > Podcast Advertising > TikTok,1,542.34,0
Content Marketing > Twitter > YouTube,0,0.0,2
Content Marketing > Twitter > YouTube > Online Display,0,0.0,2
Content Marketing > Twitter > YouTube > Online Display > Podcast Advertising > Email,1,787.13,0
Content Marketing > Twitter > YouTube > Pinterest,0,0.0,1
Content Marketing > YouTube,2,1567.76,25
Content Marketing > YouTube > Affiliate Marketing,0,0.0,1
Content Marketing > YouTube > Affiliate Marketing > Podcast Advertising,0,0.0,1
Content Marketing > YouTube > Content Marketing > Pinterest > Podcast Advertising,0,0.0,1
Content Marketing > YouTube > Email,0,0.0,1
Content Marketing > YouTube > Email > Instagram,0,0.0,1
Content Marketing > YouTube > Facebook > LinkedIn,0,0.0,1
Content Marketing > YouTube > Facebook > Online Display,0,0.0,1
Content Marketing > YouTube > Facebook > Organic Search,0,0.0,1
Content Marketing > YouTube > LinkedIn > LinkedIn,0,0.0,1
Content Marketing > YouTube > LinkedIn > Podcast Advertising > Bing Paid Search,0,0.0,1
Content Marketing > YouTube > Online Display,0,0.0,1
Content Marketing > YouTube > Online Display > Instagram > Facebook,0,0.0,1
Content Marketing > YouTube > Online Display > Instagram > Pinterest,0,0.0,1
Content Marketing > YouTube > Online Display > Pinterest,0,0.0,1
Content Marketing > YouTube > Online Display > TikTok > SMS Marketing,0,0.0,1
Content Marketing > YouTube > Pinterest,0,0.0,1
Content Marketing > YouTube > Podcast Advertising,2,598.65,5
Content Marketing > YouTube > Podcast Advertising > Facebook > Podcast Advertising > Podcast Advertising > Online Display,0,0.0,1
Content Marketing > YouTube > Podcast Advertising > LinkedIn > Podcast Advertising > SMS Marketing,0,0.0,1
Content Marketing > YouTube > Podcast Advertising > SMS Marketing > Twitter,0,0.0,1
Content Marketing > YouTube > SMS Marketing,1,133.39,3
Content Marketing > YouTube > Snapchat,1,71.41,0
Content Marketing > YouTube > TikTok,0,0.0,1
Content Marketing > YouTube > TikTok > Pinterest > LinkedIn,1,56.66,0
Content Marketing > YouTube > TikTok > Podcast Advertising,0,0.0,1
Content Marketing > YouTube > Twitter,0,0.0,1
Content Marketing > YouTube > Twitter > Online Display > Online Display > Bing Paid Search > Online Display,0,0.0,1
Content Marketing > YouTube > Twitter > Twitter > Online Display > LinkedIn,0,0.0,1
Content Marketing > YouTube > YouTube,0,0.0,1
Content Marketing > YouTube > YouTube > Content Marketing,1,900.98,0
Direct,6,2913.29,87
Direct > Affiliate Marketing,0,0.0,1
Direct > Affiliate Marketing > Podcast Advertising,0,0.0,1
Direct > Affiliate Marketing > SMS Marketing,0,0.0,1
Direct > Bing Paid Search,0,0.0,1
Direct > Bing Paid Search > LinkedIn > Pinterest,0,0.0,2
Direct > Bing Paid Search > Online Display > Twitter,0,0.0,1
Direct > Bing Paid Search > Organic Search > LinkedIn > Online Display,0,0.0,1
Direct > Bing Paid Search > Podcast Advertising > SMS Marketing > Email,0,0.0,1
Direct > Bing Paid Search > Referral Programs,0,0.0,1
Direct > Bing Paid Search > SMS Marketing,0,0.0,1
Direct > Bing Paid Search > SMS Marketing > LinkedIn > Pinterest,0,0.0,1
Direct > Content Marketing,1,773.21,5
Direct > Content Marketing > Email,0,0.0,1
Direct > Content Marketing > Email > SMS Marketing > Content Marketing > Twitter,0,0.0,1
Direct > Content Marketing > Facebook,0,0.0,1
Direct > Content Marketing > Pinterest > LinkedIn > Facebook > Twitter,0,0.0,1
Direct > Content Marketing > Podcast Advertising,0,0.0,1
Direct > Content Marketing > Podcast Advertising > Pinterest > Podcast Advertising > Twitter,0,0.0,1
Direct > Content Marketing > SMS Marketing,0,0.0,1
Direct > Content Marketing > TikTok > Online Display,0,0.0,1
Direct > Content Marketing > TikTok > SMS Marketing > TikTok,1,261.16,0
Direct > Content Marketing > Twitter > Podcast Advertising > Email > Podcast Advertising > Podcast Advertising,0,0.0,1
Direct > Direct > Online Display > LinkedIn,0,0.0,1
Direct > Email,0,0.0,7
Direct > Email > Facebook > LinkedIn,0,0.0,1
Direct > Email > Pinterest,1,603.57,0
Direct > Email > Podcast Advertising > Online Display,0,0.0,1
Direct > Facebook,0,0.0,6
Direct > Facebook > Facebook,0,0.0,1
Direct > Facebook > LinkedIn,0,0.0,1
Direct > Facebook > LinkedIn > Google Paid Search > SMS Marketing,0,0.0,1
Direct > Facebook > Online Display,1,278.57,2
Direct > Facebook > Online Display > Pinterest > Online Display,0,0.0,1
Direct > Facebook > Pinterest,0,0.0,1
Direct > Facebook > Podcast Advertising,0,0.0,1
Direct > Facebook > Podcast Advertising > Organic Search > Twitter,0,0.0,1
Direct > Facebook > Twitter,1,853.22,1
Direct > Facebook > Twitter > LinkedIn,0,0.0,1
Direct > Google Paid Search,0,0.0,1
Direct > Google Paid Search > Podcast Advertising,0,0.0,2
Direct > Google Paid Search > SMS Marketing,0,0.0,1
Direct > Google Paid Search > SMS Marketing > Online Display,0,0.0,1
Direct > Influencer Marketing > Pinterest > Facebook,0,0.0,1
Direct > Influencer Marketing > Podcast Advertising > LinkedIn > Organic Search,0,0.0,1
Direct > Influencer Marketing > Podcast Advertising > Podcast Advertising,0,0.0,1
Direct > Influencer Marketing > TikTok,0,0.0,1
Direct > Instagram,0,0.0,3
Direct > Instagram > LinkedIn,0,0.0,1
Direct > Instagram > LinkedIn > Instagram,0,0.0,1
Direct > Instagram > SMS Marketing > SMS Marketing > Podcast Advertising > Facebook > TikTok,0,0.0,1
Direct > Instagram > Twitter,1,56.9,1
Direct > LinkedIn,2,912.8,16
Direct > LinkedIn > Facebook,1,605.83,0
Direct > LinkedIn > Facebook > SMS Marketing > Podcast Advertising,0,0.0,1
Direct > LinkedIn > Google Paid Search,0,0.0,1
Direct > LinkedIn > LinkedIn,0,0.0,1
Direct > LinkedIn > Online Display,2,1212.7,0
Direct > LinkedIn > Online Display > Pinterest,0,0.0,1
Direct > LinkedIn > Organic Search > Online Display > Twitter,0,0.0,1
Direct > LinkedIn > Pinterest,1,14.77,0
Direct > LinkedIn > Pinterest > Instagram > Organic Search,0,0.0,1
Direct > LinkedIn > Podcast Advertising,0,0.0,1
Direct > LinkedIn > SMS Marketing,0,0.0,1
Direct > LinkedIn > SMS Marketing > Instagram,0,0.0,1
Direct > LinkedIn > Twitter,0,0.0,3
Direct > LinkedIn > Twitter > Podcast Advertising,0,0.0,1
Direct > LinkedIn > Twitter > Podcast Advertising > Pinterest,0,0.0,1
Direct > Online Display,1,455.78,10
Direct > Online Display > Content Marketing,0,0.0,2
Direct > Online Display > Direct,1,505.78,0
Direct > Online Display > Email > Podcast Advertising > LinkedIn,0,0.0,1
Direct > Online Display > Facebook > Twitter > Online Display > Twitter > Podcast Advertising,1,750.58,0
Direct > Online Display > Instagram > Pinterest,0,0.0,1
Direct > Online Display > LinkedIn,0,0.0,3
Direct > Online Display > LinkedIn > Online Display,0,0.0,1
Direct > Online Display > Online Display,0,0.0,2
Direct > Online Display > Online Display > Facebook > LinkedIn > Online Display > SMS Marketing > LinkedIn,0,0.0,1
Direct > Online Display > Pinterest > Organic Search > Content Marketing,0,0.0,1
Direct > Online Display > Podcast Advertising,0,0.0,3
Direct > Online Display > Podcast Advertising > Instagram,1,404.72,1
Direct > Online Display > Podcast Advertising > Twitter,0,0.0,1
Direct > Online Display > Referral Programs,0,0.0,1
Direct > Online Display > SMS Marketing,0,0.0,1
Direct > Online Display > TikTok,0,0.0,2
Direct > Online Display > TikTok > Online Display > Online Display > Pinterest,0,0.0,1
Direct > Online Display > Twitter,1,510.09,1
Direct > Online Display > Twitter > Podcast Advertising,0,0.0,1
Direct > Online Display > Twitter > SMS Marketing,0,0.0,1
Direct > Online Display > YouTube > LinkedIn > Pinterest,0,0.0,1
Direct > Organic Search,0,0.0,1
Direct > Organic Search > Affiliate Marketing > Podcast Advertising,0,0.0,1
Direct > Organic Search > Instagram,0,0.0,1
Direct > Organic Search > LinkedIn > Snapchat,1,883.72,0
Direct > Organic Search > Pinterest > Twitter > TikTok,0,0.0,1
Direct > Organic Search > SMS Marketing,0,0.0,1
Direct > Organic Search > TikTok,0,0.0,1
Direct > Organic Search > Twitter > SMS Marketing,1,947.88,0
Direct > Pinterest,1,631.84,14
Direct > Pinterest > Bing Paid Search > SMS Marketing,0,0.0,1
Direct > Pinterest > Email > Podcast Advertising,0,0.0,1
Direct > Pinterest > Facebook > Organic Search,0,0.0,1
Direct > Pinterest > Facebook > Podcast Advertising > LinkedIn,0,0.0,1
Direct > Pinterest > LinkedIn > Podcast Advertising,1,81.17,0
Direct > Pinterest > Online Display,1,954.49,2
Direct > Pinterest > Online Display > Podcast Advertising,0,0.0,1
Direct > Pinterest > Organic Search > Podcast Advertising > Facebook,0,0.0,1
Direct > Pinterest > Pinterest > Google Paid Search > Twitter,0,0.0,1
Direct > Pinterest > Pinterest > Online Display,1,416.75,0
Direct > Pinterest > Pinterest > Referral Programs,0,0.0,1
Direct > Pinterest > Podcast Advertising,0,0.0,1
Direct > Pinterest > Podcast Advertising > Content Marketing,0,0.0,1
Direct > Pinterest > Podcast Advertising > Content Marketing > Twitter,0,0.0,1
Direct > Pinterest > SMS Marketing,1,496.69,0
Direct > Pinterest > SMS Marketing > Content Marketing > LinkedIn,0,0.0,1
Direct > Pinterest > SMS Marketing > Organic Search > Podcast Advertising,0,0.0,1
Direct > Pinterest > TikTok,0,0.0,2
Direct > Pinterest > Twitter,0,0.0,1
Direct > Podcast Advertising,1,377.85,18
Direct > Podcast Advertising > Bing Paid Search > Podcast Advertising,0,0.0,1
Direct > Podcast Advertising > Content Marketing,0,0.0,3
Direct > Podcast Advertising > Direct,0,0.0,1
Direct > Podcast Advertising > Email > Content Marketing,0,0.0,1
Direct > Podcast Advertising > Email > Online Display > Pinterest,0,0.0,1
Direct > Podcast Advertising > Facebook,0,0.0,1
Direct > Podcast Advertising > LinkedIn,0,0.0,2
Direct > Podcast Advertising > LinkedIn > Organic Search > Podcast Advertising,0,0.0,1
Direct > Podcast Advertising > LinkedIn > Pinterest,1,261.44,0
Direct > Podcast Advertising > Online Display,0,0.0,2
Direct > Podcast Advertising > Online Display > LinkedIn,0,0.0,1
Direct > Podcast Advertising > Pinterest,0,0.0,1
Direct > Podcast Advertising > Pinterest > Online Display > Online Display,0,0.0,1
Direct > Podcast Advertising > Pinterest > Twitter,1,854.67,0
Direct > Podcast Advertising > Podcast Advertising,0,0.0,4
Direct > Podcast Advertising > Podcast Advertising > Email,0,0.0,1
Direct > Podcast Advertising > SMS Marketing,0,0.0,1
Direct > Podcast Advertising > SMS Marketing > Email,1,958.97,0
Direct > Podcast Advertising > Snapchat > Instagram > Online Display > Snapchat,0,0.0,1
Direct > Podcast Advertising > TikTok,0,0.0,1
Direct > Podcast Advertising > TikTok > Affiliate Marketing > Direct > Podcast Advertising,0,0.0,1
Direct > Podcast Advertising > TikTok > Online Display,1,983.84,0
Direct > Podcast Advertising > TikTok > TikTok,0,0.0,1
Direct > Podcast Advertising > Twitter,0,0.0,1
Direct > Podcast Advertising > Twitter > Instagram,0,0.0,1
Direct > Podcast Advertising > Twitter > Online Display > Snapchat,0,0.0,1
Direct > Podcast Advertising > Twitter > Online Display > Twitter,0,0.0,1
Direct > Podcast Advertising > Twitter > Organic Search,0,0.0,1
Direct > Podcast Advertising > Twitter > Pinterest,0,0.0,1
Direct > Podcast Advertising > YouTube > Content Marketing > Podcast Advertising > LinkedIn,0,0.0,1
Direct > Referral Programs > Pinterest > Facebook,0,0.0,1
Direct > SMS Marketing,0,0.0,10
Direct > SMS Marketing > Content Marketing,0,0.0,1
Direct > SMS Marketing > Facebook,0,0.0,1
Direct > SMS Marketing > Instagram,0,0.0,1
Direct > SMS Marketing > Instagram > YouTube,0,0.0,1
Direct > SMS Marketing > LinkedIn,0,0.0,1
Direct > SMS Marketing > LinkedIn > LinkedIn,0,0.0,1
Direct > SMS Marketing > LinkedIn > Online Display,0,0.0,1
Direct > SMS Marketing > LinkedIn > Podcast Advertising > Twitter,0,0.0,1
Direct > SMS Marketing > LinkedIn > Twitter,0,0.0,1
Direct > SMS Marketing > Pinterest,0,0.0,1
Direct > SMS Marketing > Podcast Advertising,0,0.0,4
Direct > Snapchat,0,0.0,1
Direct > Snapchat > Content Marketing,0,0.0,1
Direct > Snapchat > LinkedIn > Pinterest,0,0.0,1
Direct > Snapchat > Online Display > Google Paid Search > Pinterest,0,0.0,1
Direct > TikTok,4,2473.05,3
Direct > TikTok > Online Display,0,0.0,1
Direct > TikTok > Organic Search,0,0.0,1
Direct > TikTok > Podcast Advertising,0,0.0,1
Direct > TikTok > TikTok,0,0.0,2
Direct > TikTok > Twitter,0,0.0,1
Direct > TikTok > YouTube > SMS Marketing > Podcast Advertising,1,199.6,0
Direct > Twitter,0,0.0,9
Direct > Twitter > Content Marketing > Email,0,0.0,1
Direct > Twitter > Email,0,0.0,1
Direct > Twitter > LinkedIn > Email,1,144.95,0
Direct > Twitter > LinkedIn > SMS Marketing > Pinterest > Online Display,0,0.0,1
Direct > Twitter > Online Display > Podcast Advertising,0,0.0,1
Direct > Twitter > Pinterest,1,541.01,1
Direct > Twitter > Pinterest > Pinterest,0,0.0,1
Direct > Twitter > Referral Programs > Podcast Advertising > Online Display,0,0.0,1
Direct > Twitter > SMS Marketing,0,0.0,2
Direct > Twitter > SMS Marketing > Podcast Advertising,0,0.0,1
Direct > Twitter > TikTok > Content Marketing,0,0.0,1
Direct > Twitter > Twitter > Facebook > Facebook > Instagram,1,253.13,0
Direct > Twitter > Twitter > Pinterest,0,0.0,1
Direct > YouTube,1,94.94,2
Direct > YouTube > Email,0,0.0,1
Direct > YouTube > LinkedIn > Online Display > Twitter,1,265.02,0
Direct > YouTube > Online Display > SMS Marketing,1,454.76,0
Direct > YouTube > Organic Search > Twitter,0,0.0,1
Email,40,18758.26,407
Email > Affiliate Marketing,0,0.0,8
Email > Affiliate Marketing > Affiliate Marketing > Podcast Advertising,0,0.0,1
Email > Affiliate Marketing > Content Marketing,0,0.0,1
Email > Affiliate Marketing > Email,0,0.0,1
Email > Affiliate Marketing > LinkedIn,0,0.0,1
Email > Affiliate Marketing > Online Display > Bing Paid Search > LinkedIn,0,0.0,1
Email > Affiliate Marketing > Pinterest,0,0.0,2
Email > Affiliate Marketing > Pinterest > Organic Search > Online Display,0,0.0,1
Email > Affiliate Marketing > Pinterest > Podcast Advertising > Organic Search,0,0.0,1
Email > Affiliate Marketing > Pinterest > Twitter > Affiliate Marketing,0,0.0,1
Email > Affiliate Marketing > Podcast Advertising,0,0.0,1
Email > Affiliate Marketing > SMS Marketing,0,0.0,1
Email > Affiliate Marketing > Twitter,0,0.0,1
Email > Affiliate Marketing > Twitter > Podcast Advertising > Podcast Advertising,0,0.0,1
Email > Bing Paid Search,0,0.0,27
Email > Bing Paid Search > Bing Paid Search,0,0.0,1
Email > Bing Paid Search > Bing Paid Search > Podcast Advertising,0,0.0,1
Email > Bing Paid Search > Content Marketing,0,0.0,2
Email > Bing Paid Search > Content Marketing > LinkedIn > Podcast Advertising,0,0.0,1
Email > Bing Paid Search > Content Marketing > Podcast Advertising,0,0.0,1
Email > Bing Paid Search > Content Marketing > Podcast Advertising > Online Display,1,931.37,0
Email > Bing Paid Search > Email > Podcast Advertising > Podcast Advertising,0,0.0,1
Email > Bing Paid Search > Facebook > SMS Marketing,0,0.0,1
Email > Bing Paid Search > Google Paid Search,0,0.0,1
Email > Bing Paid Search > LinkedIn,0,0.0,1
Email > Bing Paid Search > LinkedIn > Twitter > Pinterest,0,0.0,1
Email > Bing Paid Search > Online Display,0,0.0,3
Email > Bing Paid Search > Online Display > Online Display > Pinterest,0,0.0,1
Email > Bing Paid Search > Online Display > Podcast Advertising,0,0.0,1
Email > Bing Paid Search > Online Display > Podcast Advertising > Snapchat > Online Display,0,0.0,1
Email > Bing Paid Search > Online Display > TikTok > Online Display,0,0.0,1
Email > Bing Paid Search > Organic Search > Online Display,0,0.0,2
Email > Bing Paid Search > Pinterest,0,0.0,1
Email > Bing Paid Search > Pinterest > Affiliate Marketing > Online Display,0,0.0,1
Email > Bing Paid Search > Pinterest > Content Marketing > Pinterest,0,0.0,1
Email > Bing Paid Search > Pinterest > Facebook,0,0.0,1
Email > Bing Paid Search > Pinterest > Podcast Advertising,0,0.0,1
Email > Bing Paid Search > Podcast Advertising,0,0.0,2
Email > Bing Paid Search > Podcast Advertising > Facebook > Podcast Advertising,1,903.01,0
Email > Bing Paid Search > Snapchat,0,0.0,1
Email > Bing Paid Search > TikTok,1,24.12,2
Email > Bing Paid Search > TikTok > Content Marketing > Bing Paid Search,0,0.0,1
Email > Bing Paid Search > TikTok > Twitter,0,0.0,1
Email > Bing Paid Search > Twitter,0,0.0,2
Email > Bing Paid Search > Twitter > Twitter,0,0.0,1
Email > Content Marketing,4,1897.26,26
Email > Content Marketing > Content Marketing,0,0.0,3
Email > Content Marketing > Content Marketing > LinkedIn > Facebook,0,0.0,1
Email > Content Marketing > Content Marketing > Online Display,0,0.0,1
Email > Content Marketing > Content Marketing > Podcast Advertising > LinkedIn,0,0.0,1
Email > Content Marketing > Direct > Instagram > LinkedIn,0,0.0,1
Email > Content Marketing > Email,1,774.29,1
Email > Content Marketing > Email > Content Marketing > Pinterest,0,0.0,1
Email > Content Marketing > Email > Podcast Advertising > SMS Marketing > LinkedIn,0,0.0,1
Email > Content Marketing > Facebook,0,0.0,3
Email > Content Marketing > Facebook > LinkedIn,0,0.0,1
Email > Content Marketing > Facebook > Podcast Advertising,0,0.0,1
Email > Content Marketing > Influencer Marketing > Facebook,0,0.0,1
Email > Content Marketing > Instagram > YouTube,0,0.0,1
Email > Content Marketing > LinkedIn,1,553.02,3
Email > Content Marketing > LinkedIn > Podcast Advertising,0,0.0,1
Email > Content Marketing > Online Display,0,0.0,3
Email > Content Marketing > Online Display > LinkedIn,0,0.0,1
Email > Content Marketing > Online Display > LinkedIn > Pinterest,0,0.0,1
Email > Content Marketing > Online Display > Podcast Advertising > Pinterest,0,0.0,1
Email > Content Marketing > Organic Search,0,0.0,2
Email > Content Marketing > Organic Search > Pinterest > Pinterest,0,0.0,1
Email > Content Marketing > Pinterest,0,0.0,4
Email > Content Marketing > Pinterest > Direct,0,0.0,1
Email > Content Marketing > Pinterest > Facebook > Twitter > Content Marketing,0,0.0,1
Email > Content Marketing > Pinterest > Google Paid Search,0,0.0,1
Email > Content Marketing > Pinterest > Pinterest,0,0.0,1
Email > Content Marketing > Pinterest > Podcast Advertising > Facebook > Instagram,0,0.0,1
Email > Content Marketing > Pinterest > Podcast Advertising > SMS Marketing,0,0.0,1
Email > Content Marketing > Podcast Advertising,1,691.1,4
Email > Content Marketing > Podcast Advertising > Email,0,0.0,1
